months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
233,28,285751,2003-08-01,OH,500/1000,500,2021.08,62958,465226,MALE,Masters,transport-moving,hiking,own-child,3097,-28798,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Fire,PA,Springfield,8493 Apache Drive,0,1,NO,2,0,NO,65865,10457,6963,56506,Mercedes,95,2001,N
340,40,813538,1993-06-18,IL,500/1000,990,1441.73,47033,430104,MALE,JD,armed-forces,chess,own-child,34207,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Northbend,7551 Britain Lane,15,1,YES,1,3,U,96923,12090,11349,47403,Chevrolet,X6,2013,Y
268,44,349640,2004-02-04,OH,100/300,565,1608.04,-152764,613502,MALE,Associate,adm-clerical,base-jumping,wife,0,0,2015-01-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbrook,9070 Tree Ave,0,1,NO,0,2,U,85637,15774,3335,39990,Toyota,Pathfinder,2002,Y
230,39,808614,2013-04-24,OH,250/500,978,1911.79,121143,595358,MALE,MD,machine-op-inspct,cross-fit,unmarried,0,0,2015-01-10,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,4876 Washington Drive,3,3,U,2,2,U,65173,5559,6650,26236,Volkswagen,Ultima,2012,Y
310,30,894360,2008-02-10,IL,250/500,1973,1472.71,58771,465201,FEMALE,JD,exec-managerial,cross-fit,not-in-family,81659,0,2015-02-02,Vehicle Theft,Front Collision,Minor Damage,None,SC,Northbend,7495 Washington Ave,19,1,U,2,1,NO,64828,7100,2391,43600,Chevrolet,MDX,2000,N
328,38,132709,2004-05-24,OH,250/500,2000,1683.43,-86187,618664,FEMALE,PhD,prof-specialty,reading,wife,51829,-61825,2015-02-11,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Northbend,1833 Solo Ave,3,3,YES,2,3,NO,75190,9077,6336,67311,Chevrolet,M5,1999,Y
47,39,999435,1995-08-29,OH,250/500,500,1432.27,-29930,604062,MALE,PhD,exec-managerial,movies,not-in-family,42720,0,2015-02-23,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Arlington,4629 Elm Ridge,12,1,U,2,3,YES,71209,2397,7916,48168,Toyota,Grand Cherokee,1998,N
444,35,771731,2000-06-04,OH,250/500,955,1390.95,-93124,486753,MALE,High School,armed-forces,golf,wife,926,-34772,2015-01-17,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,5779 2nd Lane,3,1,NO,2,3,U,75424,7403,7040,70055,Chevrolet,Escape,1997,Y
271,23,843195,2010-09-27,OH,250/500,1014,1359.4,-69350,475742,FEMALE,MD,transport-moving,yachting,other-relative,45596,-51204,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Arlington,2123 Texas Ave,4,1,U,2,3,U,86678,1864,14508,32186,Nissan,C300,1997,N
113,24,784838,1999-08-12,IN,500/1000,2000,2047.59,-23552,430104,FEMALE,PhD,armed-forces,hiking,unmarried,55390,0,2015-01-07,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbrook,2324 Texas Ridge,13,1,U,1,3,U,78598,14776,5717,29949,Chevrolet,Highlander,1995,N
143,45,122895,2010-09-27,IN,250/500,977,1999.62,-2180,616826,MALE,High School,adm-clerical,exercise,wife,1891,0,2015-02-06,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,6634 Texas Ridge,4,1,U,2,3,NO,88366,8745,15275,41863,Accura,X5,2003,Y
308,36,696156,1999-04-07,IN,500/1000,1012,1207.65,6420508,620962,FEMALE,Associate,farming-fishing,basketball,other-relative,81884,-508,2015-02-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Springfield,2697 Oak Drive,16,1,NO,1,2,YES,77622,10194,6560,51538,Chevrolet,E400,2001,N
162,19,929326,2009-02-08,IN,500/1000,1009,1562.87,6356374,466436,FEMALE,JD,priv-house-serv,chess,wife,0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,1320 Flute Lane,12,1,NO,2,2,U,99512,12770,18063,60172,Toyota,C300,2004,Y
361,42,369809,2004-11-04,IL,500/1000,1034,1600.29,-22284,460447,FEMALE,Associate,prof-specialty,chess,own-child,2466,-6944,2015-01-13,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Columbus,9657 5th Ave,2,3,U,2,2,NO,110935,8771,12573,28561,BMW,Passat,2012,N
342,60,690229,2006-01-01,OH,500/1000,916,1499.02,-126388,492470,FEMALE,College,prof-specialty,hiking,other-relative,770,0,2015-02-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Northbend,2787 MLK St,4,1,YES,2,2,YES,85948,13280,18166,36026,Accura,RAM,2005,N
269,33,999435,2009-06-26,OH,500/1000,527,1162.81,125290,489145,FEMALE,MD,exec-managerial,bungie-jumping,wife,3551,0,2015-01-07,Single Vehicle Collision,Side Collision,Minor Damage,None,NY,Riverwood,7783 Lincoln Hwy,23,1,YES,2,3,NO,98772,12476,18533,60151,Saab,Malibu,2001,Y
67,21,484659,1995-10-18,OH,250/500,978,1989.8,83240,430314,FEMALE,Masters,machine-op-inspct,kayaking,other-relative,16452,-44236,2015-02-14,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,7476 4th St,20,3,U,1,2,NO,90428,18125,12825,48504,Volkswagen,Neon,1995,N
295,29,245290,1997-12-25,IN,100/300,968,1660.99,-138288,469062,FEMALE,PhD,sales,basketball,wife,0,-53450,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,2500 Tree St,2,1,YES,2,1,YES,100270,7637,14291,63402,Chevrolet,Fusion,2004,Y
316,21,893695,2004-08-13,OH,500/1000,935,1784.27,5862416,588997,MALE,MD,exec-managerial,exercise,unmarried,0,0,2015-01-01,Vehicle Theft,U,Trivial Damage,None,NY,Northbrook,5007 Oak St,12,1,YES,2,3,NO,14433,1204,2247,6670,Honda,MDX,2001,N
111,29,604376,2010-09-26,OH,100/300,1935,1291.35,152769,461817,MALE,MD,sales,paintball,unmarried,77138,-33802,2015-02-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,1275 4th Ridge,20,3,U,0,1,U,101717,16238,6734,41789,Jeep,E400,1995,N
104,39,500207,1992-08-07,OH,250/500,500,1761.09,-105796,620962,FEMALE,High School,prof-specialty,camping,not-in-family,2818,0,2015-02-22,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbend,7397 4th Drive,6,1,NO,2,0,YES,49123,6725,8511,28209,Nissan,Tahoe,2003,N
155,34,997799,1994-09-12,OH,500/1000,993,1592.25,-61307,466908,FEMALE,Masters,tech-support,paintball,wife,42842,-53222,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,5663 Oak Lane,8,1,YES,0,3,NO,81085,8176,6502,52668,Volkswagen,Pathfinder,2012,N
167,24,979222,2008-11-07,IL,500/1000,970,1596.75,-11294,462344,MALE,Associate,tech-support,polo,husband,666,-14838,2015-02-05,Vehicle Theft,U,Trivial Damage,None,WV,Riverwood,6955 Pine Drive,18,1,NO,1,1,YES,16247,1239,1268,6436,Volkswagen,Corolla,2013,N
303,34,395156,2010-09-26,IN,100/300,2000,1762.02,-63753,484352,FEMALE,MD,adm-clerical,basketball,other-relative,623,0,2015-02-19,Single Vehicle Collision,Front Collision,Total Loss,None,WV,Springfield,1328 Texas Lane,15,1,YES,2,1,U,52330,10514,5760,42845,Toyota,Forrestor,2011,N
390,30,722068,1999-08-06,OH,500/1000,1972,1325.26,4242603,490104,FEMALE,PhD,craft-repair,board-games,not-in-family,34382,0,2015-01-18,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbrook,9103 MLK Lane,10,1,U,2,2,NO,40024,8851,12466,59761,Nissan,Tahoe,2013,Y
344,32,540219,2008-02-25,IN,250/500,500,1320.08,59928,476381,FEMALE,JD,protective-serv,bungie-jumping,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,6738 Washington Hwy,8,1,NO,1,2,YES,107579,7804,8122,5846,Mercedes,Malibu,1996,N
161,44,999435,1993-12-07,OH,250/500,1010,1575.06,-42475,620962,FEMALE,JD,sales,reading,unmarried,3187,-885,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,1469 Lincoln Drive,4,1,NO,2,0,U,47558,12644,1219,28494,Audi,Camry,2010,Y
265,26,632349,2006-03-28,IL,250/500,955,1849.43,122881,615138,FEMALE,Associate,craft-repair,video-games,own-child,81924,0,2015-02-26,Parked Car,U,Trivial Damage,None,SC,Northbrook,1810 Elm Hwy,17,1,YES,2,2,NO,15893,2240,2507,6996,Toyota,Civic,2000,N
141,27,270018,2012-06-20,OH,250/500,1056,1631.74,4386199,467755,MALE,Associate,other-service,dancing,not-in-family,0,-39181,2015-02-01,Multi-vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbend,7135 Flute Lane,11,1,YES,2,2,U,65125,6082,6530,38294,Mercedes,X5,1996,N
247,39,260062,2013-04-15,IL,500/1000,500,1383.81,5546969,447462,FEMALE,MD,adm-clerical,reading,wife,45327,-38509,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Springfield,4188 Britain Ave,8,1,YES,1,0,YES,76902,1272,6476,68409,Audi,93,1999,N
346,34,342100,2009-02-08,OH,100/300,500,1590.94,11570,464888,MALE,Masters,sales,kayaking,not-in-family,986,-43180,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,3089 Oak Ridge,15,1,NO,2,3,NO,101439,14710,8002,34379,Suburu,E400,2002,Y
344,24,999435,1994-09-12,OH,500/1000,930,1516.18,39646,476252,FEMALE,College,sales,cross-fit,not-in-family,60354,0,2015-01-15,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Springfield,9879 Apache Drive,3,1,NO,2,3,U,113471,16124,9158,52992,Mercedes,CRV,2010,N
259,49,264475,2005-01-14,OH,250/500,1909,1300.73,-65639,607874,MALE,Associate,exec-managerial,movies,own-child,143,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Northbrook,7721 Washington Ridge,5,1,U,1,0,NO,81742,19979,8959,45765,Saab,A5,2001,Y
312,36,176180,1994-02-22,IL,250/500,1017,1687.51,-4449,501905,FEMALE,MD,machine-op-inspct,bungie-jumping,own-child,2501,0,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Hillsdale,8064 4th Ave,13,1,U,1,3,U,97718,5748,7109,47229,Nissan,Ultima,2005,N
300,43,836393,2012-12-22,IL,100/300,1985,1783.65,78291,467436,FEMALE,High School,prof-specialty,bungie-jumping,wife,83469,0,2015-01-25,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Riverwood,9103 MLK Lane,6,1,YES,0,1,NO,11012,6552,11022,37990,Suburu,3 Series,2013,Y
213,21,202782,1999-10-19,OH,250/500,1012,1298.14,94965,596195,FEMALE,Associate,adm-clerical,exercise,unmarried,3074,-726,2015-01-01,Parked Car,U,Minor Damage,None,SC,Hillsdale,8212 Flute Ridge,23,1,U,2,3,NO,16435,1981,1589,12195,Volkswagen,RAM,2012,Y
307,36,490842,2005-10-21,IL,500/1000,531,1047.86,-41216,462797,FEMALE,JD,priv-house-serv,camping,own-child,36097,-49308,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,5663 Oak Lane,19,3,U,1,3,U,98117,16245,7360,52951,Nissan,Jetta,2002,N
321,34,595069,2007-03-09,OH,500/1000,949,1579.01,-8283,620962,FEMALE,JD,prof-specialty,bungie-jumping,not-in-family,80058,-30563,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Arlington,2644 MLK Drive,21,1,U,0,3,U,99173,6964,8984,47703,Volkswagen,F150,2004,N
256,43,276902,2003-05-24,IL,100/300,504,1453.51,48413,447898,FEMALE,Associate,craft-repair,dancing,wife,2115,-37231,2015-01-17,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6493 Lincoln Lane,5,1,U,2,2,U,49144,6711,5354,64143,Toyota,E400,2013,N
336,52,674204,2014-06-10,IN,100/300,988,1372.89,-98680,468160,FEMALE,Associate,armed-forces,golf,unmarried,0,-80386,2015-01-13,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,6149 Best Ridge,1,3,NO,1,1,U,83001,8126,7967,43876,Toyota,MDX,2005,N
165,24,976620,1994-09-12,IL,500/1000,500,1782.04,46812,439436,MALE,High School,other-service,basketball,unmarried,1305,0,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,8306 1st Drive,23,1,NO,1,3,NO,12372,15550,9090,47791,Nissan,MDX,2001,Y
304,32,511204,2007-03-11,IN,500/1000,500,865.22,-74729,470063,MALE,JD,exec-managerial,dancing,own-child,0,-1463,2015-01-07,Vehicle Theft,Rear Collision,Total Loss,Fire,SC,Northbend,8822 Sky St,12,2,YES,2,2,YES,73925,8748,11300,49320,Saab,Pathfinder,2006,Y
235,45,167634,2002-01-21,OH,100/300,985,1311.41,3382625,609664,MALE,Masters,adm-clerical,movies,husband,14521,-46,2015-02-21,Multi-vehicle Collision,U,Minor Damage,Fire,NC,Riverwood,6315 2nd Lane,18,2,NO,2,2,U,59970,6268,8201,4009,Chevrolet,M5,2012,N
271,23,541086,1991-12-28,IL,500/1000,1943,1756.0,3749,434862,FEMALE,JD,tech-support,golf,wife,0,-309,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,4143 Maple Ridge,0,1,NO,1,3,NO,71338,14614,7142,43810,Ford,Passat,2001,N
269,34,690974,2002-06-06,IN,250/500,985,1313.15,-13350,443948,FEMALE,Masters,tech-support,chess,own-child,0,-4715,2015-01-20,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,2950 MLK Ave,0,3,YES,2,2,YES,90968,9051,7503,48014,Audi,Camry,1995,Y
268,24,415080,1997-06-21,OH,250/500,500,1167.47,-84539,620962,FEMALE,Associate,sales,exercise,unmarried,97,0,2015-01-13,Single Vehicle Collision,Side Collision,Minor Damage,None,WV,Springfield,8749 Tree St,17,1,NO,1,3,NO,13087,902,1194,7824,Chevrolet,TL,2005,N
306,30,814623,2014-01-18,IN,250/500,934,1737.67,-53010,487597,MALE,College,armed-forces,video-games,unmarried,52753,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,6384 5th Ridge,6,1,YES,2,1,YES,63265,9057,9995,46210,Chevrolet,X6,2007,Y
240,29,469914,2014-06-10,OH,250/500,1004,1730.06,99576,430104,FEMALE,JD,priv-house-serv,bungie-jumping,own-child,0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,6317 Best St,17,3,U,1,1,YES,94947,3634,18654,38795,Volkswagen,A5,2005,N
363,40,876908,1994-02-10,OH,500/1000,983,1307.92,-23546,446891,FEMALE,JD,craft-repair,dancing,unmarried,363,-55196,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,2986 MLK Drive,11,1,U,0,3,NO,114920,4013,7462,48155,Chevrolet,Camry,1998,N
119,27,396778,2001-04-03,IL,100/300,1952,1831.61,92142,472681,FEMALE,High School,adm-clerical,basketball,not-in-family,723,-46,2015-01-17,Vehicle Theft,Side Collision,Trivial Damage,Police,VA,Hillsdale,4629 Elm Ridge,10,1,U,2,2,U,11917,2496,2039,63813,Suburu,Camry,2008,N
150,23,458819,2008-02-25,OH,250/500,1038,1510.12,24564,611704,FEMALE,High School,exec-managerial,video-games,unmarried,54574,0,2015-02-26,Single Vehicle Collision,U,Minor Damage,None,VA,Riverwood,8576 Andromedia St,5,1,NO,2,2,NO,15340,16318,2824,3397,Saab,3 Series,2004,N
362,26,217480,2012-12-22,OH,250/500,979,1440.49,21686,615923,FEMALE,Associate,exec-managerial,exercise,wife,1342,-28436,2015-02-20,Vehicle Theft,U,Minor Damage,None,NC,Northbrook,8212 Flute Ridge,3,1,NO,0,3,YES,16322,1132,1888,10450,Nissan,Grand Cherokee,2014,N
479,31,121740,1991-08-22,OH,250/500,500,1321.05,-40364,440947,FEMALE,MD,armed-forces,sleeping,not-in-family,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Northbrook,5022 1st St,0,1,U,0,3,U,14808,1312,1928,2458,Nissan,Grand Cherokee,2015,N
217,35,555220,1991-07-02,IN,250/500,1071,1803.62,61740,473378,FEMALE,JD,exec-managerial,hiking,unmarried,0,-47675,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,7828 Cherokee Ave,14,4,U,2,3,NO,55147,12116,11939,39562,Accura,TL,2006,Y
394,42,672695,2007-10-24,IL,100/300,960,2037.77,82522,449636,MALE,College,sales,movies,not-in-family,43125,0,2015-02-06,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,7609 Rock St,0,1,U,2,2,NO,76646,7940,8224,34729,Chevrolet,Highlander,2012,N
172,52,727611,2013-04-03,OH,500/1000,975,1129.9,-28957,456699,MALE,MD,sales,paintball,other-relative,0,-36400,2015-02-19,Vehicle Theft,U,Total Loss,Police,NY,Northbend,7733 Britain Lane,14,1,NO,1,1,YES,8667,483,443,2323,Honda,Camry,2002,Y
167,43,265137,1992-03-22,IN,500/1000,500,1162.8,134059,444784,MALE,Masters,prof-specialty,polo,unmarried,59918,-36975,2015-02-11,Single Vehicle Collision,Front Collision,Trivial Damage,Other,NY,Hillsdale,9369 Flute Hwy,21,3,U,0,3,NO,82812,6460,1974,44711,Dodge,MDX,2009,N
260,41,633568,1995-11-13,IL,250/500,1922,1602.41,67802,441982,FEMALE,High School,protective-serv,chess,own-child,36470,-16435,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Arlington,2469 Francis Lane,16,1,U,0,0,U,96229,13169,13141,58517,Volkswagen,RSX,2005,N
325,32,449757,1990-10-02,IN,250/500,946,1711.44,20942,495940,FEMALE,MD,tech-support,chess,own-child,174,-45594,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,3654 Cherokee Ave,10,1,YES,2,3,YES,58636,6954,17565,34711,Volkswagen,Forrestor,2008,Y
346,32,111924,2007-03-03,OH,500/1000,1010,1385.0,-50749,487023,FEMALE,College,tech-support,sleeping,unmarried,2610,-35559,2015-02-17,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,9719 4th Lane,8,1,YES,2,3,NO,97915,4821,18477,46296,Jeep,Silverado,2005,N
269,44,999435,1996-12-18,IN,500/1000,514,1612.99,25603,584826,FEMALE,High School,machine-op-inspct,kayaking,own-child,0,0,2015-02-04,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Columbus,1371 Texas Lane,18,3,U,1,2,NO,107464,14612,7021,61598,Audi,Forrestor,1998,N
355,42,886539,1990-06-24,OH,250/500,1038,1699.19,-126534,619521,FEMALE,MD,priv-house-serv,board-games,wife,837,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,6259 Weaver St,0,1,NO,2,1,YES,108482,5086,3979,47388,Saab,Tahoe,1996,Y
198,35,100804,1996-10-18,OH,100/300,553,1477.92,-49883,620962,FEMALE,College,armed-forces,video-games,unmarried,2613,-1594,2015-01-18,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Northbrook,4390 4th Drive,17,3,YES,2,3,NO,69359,7329,7983,42533,Saab,Wrangler,2005,Y
239,29,930245,2012-12-22,IL,500/1000,518,1708.65,161544,608036,FEMALE,Associate,machine-op-inspct,board-games,husband,4713,0,2015-02-10,Vehicle Theft,U,Trivial Damage,None,NY,Riverwood,9742 5th Ridge,17,1,NO,2,3,YES,4586,1273,1307,2360,Mercedes,Impreza,1999,N
282,43,452950,2008-03-07,IN,250/500,971,1408.6,52734,461193,MALE,MD,transport-moving,paintball,unmarried,79108,-32944,2015-02-09,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,9728 Britain Hwy,5,1,NO,0,2,NO,74920,7285,8840,32759,Mercedes,Wrangler,2013,N
107,27,895530,2014-11-14,OH,500/1000,964,1791.35,91098,442455,FEMALE,Associate,exec-managerial,chess,unmarried,2684,0,2015-02-26,Parked Car,U,Trivial Damage,None,NY,Northbrook,1469 Lincoln Drive,10,1,U,2,3,NO,16241,2924,1878,10803,Nissan,CRV,2010,N
318,21,900806,1999-09-20,OH,250/500,1021,1712.5,39972,486010,MALE,High School,tech-support,bungie-jumping,unmarried,2136,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Riverwood,2457 Washington Ave,23,1,YES,1,3,U,91948,7894,8469,60317,Accura,TL,2005,N
332,29,535221,1990-11-03,OH,500/1000,500,1380.75,5874537,456019,FEMALE,JD,prof-specialty,board-games,husband,0,-34978,2015-01-10,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Columbus,7629 5th St,20,3,NO,2,2,YES,93874,15133,8406,52044,Volkswagen,A3,1998,N
276,43,115764,2004-02-29,IN,250/500,516,1754.57,200368,442967,FEMALE,MD,farming-fishing,board-games,not-in-family,1033,-755,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,9067 Texas Ave,19,3,NO,2,2,NO,102958,8070,6571,70952,Toyota,Wrangler,2013,N
479,20,999435,2010-01-24,OH,250/500,907,1697.01,161163,450091,MALE,Associate,sales,paintball,unmarried,55800,-42680,2015-01-24,Vehicle Theft,U,Minor Damage,Police,WV,Springfield,6435 Texas Ave,20,1,U,0,2,U,15722,3100,3515,12516,Audi,MDX,2008,N
289,42,801780,1999-12-07,OH,250/500,575,1539.32,142681,620962,MALE,PhD,protective-serv,yachting,not-in-family,96656,0,2015-02-16,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Springfield,1331 Britain Hwy,17,1,NO,0,3,NO,68768,14859,9008,37905,Toyota,Pathfinder,1996,N
466,44,977057,1998-12-19,OH,250/500,500,1473.4,-11106,481360,FEMALE,MD,machine-op-inspct,golf,own-child,3361,-21490,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,8492 Weaver Hwy,20,1,U,2,0,NO,55400,6831,6530,22647,Jeep,Highlander,1998,N
72,54,352456,1999-07-05,IN,100/300,1990,1486.84,-38904,619537,FEMALE,JD,armed-forces,paintball,other-relative,47422,-35164,2015-02-13,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3423 Francis Ave,0,1,YES,2,0,YES,100,12042,6788,2507,Chevrolet,RSX,1997,N
184,42,238916,2007-02-07,IL,500/1000,948,1179.52,62653,473871,MALE,Associate,sales,chess,other-relative,59173,0,2015-01-18,Vehicle Theft,U,Trivial Damage,Police,PA,Northbrook,1469 Lincoln Drive,3,1,NO,2,1,NO,11143,174,1474,3384,Accura,MDX,1997,Y
295,40,999435,1997-12-25,OH,500/1000,972,1688.16,6201602,463101,FEMALE,JD,armed-forces,hiking,wife,0,0,2015-02-22,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Hillsdale,7551 Britain Lane,1,3,U,2,3,U,64787,6055,6377,54836,Suburu,Camry,2002,N
183,22,759592,1993-10-31,IL,250/500,979,1661.97,51371,439430,FEMALE,Associate,other-service,kayaking,unmarried,48007,-1585,2015-02-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,6359 MLK Ridge,18,1,NO,1,2,U,78950,17035,17121,46223,BMW,ML350,1997,N
184,37,405400,1998-01-29,IN,250/500,1976,1657.23,-19829,618707,FEMALE,MD,priv-house-serv,polo,not-in-family,485,0,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,9070 Tree Ave,23,4,NO,2,2,YES,92986,18583,16814,63900,Jeep,RSX,2001,Y
395,48,141462,1995-05-08,OH,250/500,516,1492.11,14934,441076,FEMALE,Associate,exec-managerial,hiking,not-in-family,59443,0,2015-01-13,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbrook,4434 Weaver St,19,1,YES,1,3,NO,45180,16441,7404,15192,Saab,Silverado,1999,N
141,30,900486,2001-05-08,OH,250/500,949,1927.81,8493272,431698,MALE,Associate,exec-managerial,video-games,unmarried,90464,0,2015-01-02,Parked Car,U,Minor Damage,None,WV,Northbrook,4585 Francis Ave,7,1,NO,1,3,NO,8482,1916,1782,8293,Nissan,Accord,2007,N
316,32,836441,2007-10-25,OH,250/500,532,1981.81,-113035,443626,FEMALE,Masters,exec-managerial,skydiving,not-in-family,0,-572,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Northbrook,7900 Sky Hwy,0,1,NO,1,3,YES,75387,5551,7253,39428,Toyota,Malibu,2000,N
429,23,815993,1992-02-04,OH,500/1000,989,1887.06,155368,445627,FEMALE,MD,protective-serv,video-games,unmarried,3290,0,2015-01-14,Parked Car,U,Trivial Damage,None,SC,Riverwood,4885 Oak Lane,3,1,U,2,3,U,9983,683,2716,6794,Toyota,Malibu,2006,N
